2021,BDS 101,武蔵野INITIAL,仏教（⽣き⽅を考える）基礎,1年,2
2021,BDS 301,武蔵野INITIAL,仏教（⽣き⽅を考える）発展,3年,2
2021,HPE 101,武蔵野INITIAL,スポーツと⾝体科学,1年,1
2021,HPE 201,武蔵野INITIAL,フィールド・スポーツ,2年,1
2021,SIC 101,武蔵野INITIAL,データサイエンス基礎,1年,1
2021,SIC 102,武蔵野INITIAL,⼈⼯知能基礎,1年,1
2021,SIC 105,武蔵野INITIAL,メディアリテラシー,1年,1
2021,SIC 103,武蔵野INITIAL,情報技法基礎,1年,1
2021,SIC 201,武蔵野INITIAL,情報技法発展Ａ,2年,1
2021,SIC 202,武蔵野INITIAL,情報技法発展Ｂ,2年,1
2021,SIC 203,武蔵野INITIAL,情報技法発展Ｃ,2年,1
2021,SIC 104,武蔵野INITIAL,プログラミング基礎,1年,1
2021,SIC 204,武蔵野INITIAL,プログラミング発展Ａ,2年,1
2021,SIC 205,武蔵野INITIAL,プログラミング発展Ｂ,2年,1
2021,SIC 206,武蔵野INITIAL,⼈⼯知能技術と社会,2年,1
2021,SIC 207,武蔵野INITIAL,機械学習活⽤１,2年,1
2021,SIC 208,武蔵野INITIAL,機械学習活⽤２,2年,1
2021,SIC 209,武蔵野INITIAL,データサイエンス活⽤１,2年,1
2021,SIC 210,武蔵野INITIAL,データサイエンス活⽤２,2年,1
2021,SIC 211,武蔵野INITIAL,メディアデザイン,2年,1
2021,SIC 213,武蔵野INITIAL,サービスデザイン,2年,1
2021,SIC 301,武蔵野INITIAL,⼈⼯知能実践プロジェクト,3年,2
2021,ENG 101,武蔵野INITIAL,英語基礎Ａ,1年,2
2021,ENG 102,武蔵野INITIAL,英語基礎Ｂ,1年,1
2021,ENG 103,武蔵野INITIAL,英語基礎Ｃ,1年,2
2021,ENG 104,武蔵野INITIAL,英語基礎Ｄ,1年,1
2021,ENG 201,武蔵野INITIAL,英語発展Ａ,2年,1
2021,ENG 202,武蔵野INITIAL,英語発展Ｂ,2年,1
2021,ENG 203,武蔵野INITIAL,英語発展Ｃ,2年,1
2021,ENG 204,武蔵野INITIAL,英語発展Ｄ,2年,1
2021,ENG 301,武蔵野INITIAL,英語綜合Ａ,3年,1
2021,ENG 302,武蔵野INITIAL,英語綜合Ｂ,3年,1
2021,CHN 101,武蔵野INITIAL,中国語基礎１,1年,1
2021,CHN 102,武蔵野INITIAL,中国語基礎２,1年,1
2021,CHN 201,武蔵野INITIAL,中国語発展１,2年,1
2021,CHN 202,武蔵野INITIAL,中国語発展２,2年,1
2021,FRA 101,武蔵野INITIAL,フランス語基礎１,1年,1
2021,FRA 102,武蔵野INITIAL,フランス語基礎２,1年,1
2021,FRA 201,武蔵野INITIAL,フランス語発展１,2年,1
2021,FRA 202,武蔵野INITIAL,フランス語発展２,2年,1
2021,GER 101,武蔵野INITIAL,ドイツ語基礎１,1年,1
2021,GER 102,武蔵野INITIAL,ドイツ語基礎２,1年,1
2021,GER 201,武蔵野INITIAL,ドイツ語発展１,2年,1
2021,GER 202,武蔵野INITIAL,ドイツ語発展２,2年,1
2021,SPA 101,武蔵野INITIAL,スペイン語基礎１,1年,1
2021,SPA 102,武蔵野INITIAL,スペイン語基礎２,1年,1
2021,SPA 201,武蔵野INITIAL,スペイン語発展１,2年,1
2021,SPA 202,武蔵野INITIAL,スペイン語発展２,2年,1
2021,KOR 101,武蔵野INITIAL,韓国語基礎１,1年,1
2021,KOR 102,武蔵野INITIAL,韓国語基礎２,1年,1
2021,KOR 201,武蔵野INITIAL,韓国語発展１,2年,1
2021,KOR 202,武蔵野INITIAL,韓国語発展２,2年,1
2021,AL 301,武蔵野INITIAL,留学準備１,1年,1
2021,AL 302,武蔵野INITIAL,留学準備２,1年,1
2021,AL 101,武蔵野INITIAL,英語資格・検定試験対策１,1年,1
2021,AL 102,武蔵野INITIAL,英語資格・検定試験対策２,1年,1
2021,JL 101,武蔵野INITIAL,⽇本語リテラシー,1年,1
2021,JPA 201,武蔵野INITIAL,⽇本語基礎Ａ,1年,1
2021,JPA 202,武蔵野INITIAL,⽇本語基礎Ｂ,1年,1
2021,JPA 203,武蔵野INITIAL,⽇本語基礎Ｃ,1年,1
2021,JPA 204,武蔵野INITIAL,⽇本語基礎Ｄ,1年,1
2021,JPA 301,武蔵野INITIAL,⽇本語発展Ａ,2年,1
2021,JPA 302,武蔵野INITIAL,⽇本語発展Ｂ,2年,1
