2022,BDS 101,武蔵野INITHIAL,仏教（⽣き⽅を考える）基礎,1年,2
2022,BDS 301,武蔵野INITHIAL,仏教（⽣き⽅を考える）発展,3年,2
2022,HPE 101,武蔵野INITHIAL,スポーツと⾝体科学,1年,1
2022,HPE 201,武蔵野INITHIAL,フィールド・スポーツ,2年,1
2022,SIC 101,武蔵野INITHIAL,データサイエンス基礎,1年,1
2022,SIC 102,武蔵野INITHIAL,⼈⼯知能基礎,1年,1
2022,SIC 105,武蔵野INITHIAL,メディアリテラシー,1年,1
2022,SIC 103,武蔵野INITHIAL,情報技法基礎,1年,1
2022,SIC 201,武蔵野INITHIAL,情報技法発展Ａ,2年,1
2022,SIC 202,武蔵野INITHIAL,情報技法発展Ｂ,2年,1
2022,SIC 203,武蔵野INITHIAL,情報技法発展Ｃ,2年,1
2022,SIC 104,武蔵野INITHIAL,プログラミング基礎,1年,1
2022,SIC 204,武蔵野INITHIAL,プログラミング発展Ａ,2年,1
2022,SIC 205,武蔵野INITHIAL,プログラミング発展Ｂ,2年,1
2022,SIC 206,武蔵野INITHIAL,⼈⼯知能技術と社会,2年,1
2022,SIC 207,武蔵野INITHIAL,機械学習活⽤１,2年,1
2022,SIC 208,武蔵野INITHIAL,機械学習活⽤２,2年,1
2022,SIC 209,武蔵野INITHIAL,データサイエンス活⽤１,2年,1
2022,SIC 210,武蔵野INITHIAL,データサイエンス活⽤２,2年,1
2022,SIC 211,武蔵野INITHIAL,メディアデザイン,2年,1
2022,SIC 213,武蔵野INITHIAL,サービスデザイン,2年,1
2022,SIC 301,武蔵野INITHIAL,⼈⼯知能実践プロジェクト,3年,2
2022,ENG 101,武蔵野INITHIAL,英語基礎Ａ,1年,2
2022,ENG 102,武蔵野INITHIAL,英語基礎Ｂ,1年,1
2022,ENG 103,武蔵野INITHIAL,英語基礎Ｃ,1年,2
2022,ENG 104,武蔵野INITHIAL,英語基礎Ｄ,1年,1
2022,ENG 201,武蔵野INITHIAL,英語発展Ａ,2年,1
2022,ENG 202,武蔵野INITHIAL,英語発展Ｂ,2年,1
2022,ENG 203,武蔵野INITHIAL,英語発展Ｃ,2年,1
2022,ENG 204,武蔵野INITHIAL,英語発展Ｄ,2年,1
2022,ENG 301,武蔵野INITHIAL,英語綜合Ａ,3年,1
2022,ENG 302,武蔵野INITHIAL,英語綜合Ｂ,3年,1
2022,CHN 101,武蔵野INITHIAL,中国語基礎１,1年,1
2022,CHN 102,武蔵野INITHIAL,中国語基礎２,1年,1
2022,CHN 201,武蔵野INITHIAL,中国語発展１,2年,1
2022,CHN 202,武蔵野INITHIAL,中国語発展２,2年,1
